Status,Ticket ID,Priority,Support Channel,Issue Category,Agent Name,Created DateTime,SLA Resolve Due,SLA First Response Due,Resolution DateTime,First Response DateTime,Interaction Count,CSAT Score,Product Segment,Support Tier,Country,Resolution Hours,First Response Minutes,Single Touch Flag,Res SLA Breach,FR SLA Breach,Agent Joining Date,Experience Level,,
In Progress,TKT-1495,Medium,Chat,Feature request,Connor Danielovitch,2023-03-02 17:46:57,2023-03-03 17:46:57,2023-03-02 17:48:57,,2023-03-02 17:48:48,6,,Ready to use Software,Tier 1,France,,2,0,,0,2018-02-15,Senior,,
Resolved,TKT-1496,Medium,Phone,Feature request,Kristos Westoll,2023-03-02 22:28:26,2023-03-04 22:28:26,2023-03-02 22:30:26,2023-03-07 10:24:19,2023-03-02 22:30:35,1,,Ready to use Software,Tier 1,Slovenia,107.93,2,1,1,1,2021-10-18,Mid-Level,,
Resolved,TKT-1497,Medium,Chat,Purchasing and invoicing,Kristos Westoll,2023-03-03 16:18:18,2023-03-04 16:18:18,2023-03-03 16:20:18,2023-03-09 02:46:46,2023-03-03 16:19:41,6,,Ready to use Software,Tier 1,Slovenia,130.47,1,0,1,0,2021-10-18,Mid-Level,,
In Progress,TKT-1498,Low,Email,Product setup,Kristos Westoll,2023-03-03 13:32:16,2023-03-05 13:32:16,2023-03-03 14:32:16,,2023-03-03 14:28:07,2,,Training and Consulting Services,Tier 1,Poland,,56,0,,0,2021-10-18,Mid-Level,,
Resolved,TKT-1499,Low,Chat,Product setup,Kristos Westoll,2023-03-03 21:03:44,2023-03-04 21:03:44,2023-03-03 21:05:44,2023-03-04 14:17:01,2023-03-03 21:03:46,8,,Ready to use Software,Tier 1,Spain,17.22,0,0,0,0,2021-10-18,Mid-Level,,
In Progress,TKT-1500,Medium,Email,Pricing and licensing,Nicola Wane,2023-03-03 06:08:20,2023-03-05 06:08:20,2023-03-03 07:08:20,,2023-03-03 06:46:14,1,,Custom software development,Tier 1,Greece,,38,1,,0,2021-03-12,Mid-Level,,
Closed,TKT-1501,Low,Email,Purchasing and invoicing,Connor Danielovitch,2023-03-04 07:14:23,2023-03-06 07:14:23,2023-03-04 08:14:23,2023-03-05 06:47:22,2023-03-04 08:13:37,6,3,Custom software development,Tier 1,United Kingdom,23.55,59,0,0,0,2018-02-15,Senior,,
Resolved,TKT-1502,Low,Chat,Other,Connor Danielovitch,2023-03-04 18:27:23,2023-03-05 18:27:23,2023-03-04 18:29:23,2023-03-05 06:00:45,2023-03-04 18:27:30,60,,Ready to use Software,Tier 1,Greece,11.56,0,0,0,0,2018-02-15,Senior,,
In Progress,TKT-1503,Low,Email,Other,Nicola Wane,2023-03-04 10:20:16,2023-03-06 10:20:16,2023-03-04 11:20:16,,2023-03-04 15:18:01,9,,Custom software development,Tier 1,Austria,,298,0,,1,2021-03-12,Mid-Level,,
Resolved,TKT-1504,Low,Email,Purchasing and invoicing,Nicola Wane,2023-03-04 17:46:47,2023-03-06 17:46:47,2023-03-04 18:46:47,2023-03-05 18:51:13,2023-03-04 18:36:49,5,,Other,Tier 1,Poland,25.07,50,0,0,0,2021-03-12,Mid-Level,,
Closed,TKT-1512,High,Email,Pricing and licensing,Nicola Wane,2023-03-05 15:14:42,2023-03-07 15:14:42,2023-03-05 16:14:42,2023-03-06 10:13:39,2023-03-05 15:41:36,1,4,Custom software development,Tier 1,Poland,18.98,27,1,0,0,2021-03-12,Mid-Level,,
Closed,TKT-1513,Low,Chat,Training request,Adolpho Messingham,2023-03-05 03:42:25,2023-03-06 03:42:25,2023-03-05 03:44:25,2023-03-05 04:06:04,2023-03-05 03:43:46,6,4,Training and Consulting Services,Tier 2,Greece,0.39,1,0,0,0,2020-05-15,Mid-Level,,
Closed,TKT-1514,Low,Email,Feature request,Nicola Wane,2023-03-05 07:03:21,2023-03-07 07:03:21,2023-03-05 08:03:21,2023-03-07 04:09:54,2023-03-05 08:00:55,3,3,Ready to use Software,Tier 1,Austria,45.11,58,0,0,0,2021-03-12,Mid-Level,,
Resolved,TKT-1515,Low,Email,Feature request,Nicola Wane,2023-03-05 04:57:01,2023-03-07 04:57:01,2023-03-05 05:57:01,2023-03-06 23:59:58,2023-03-05 05:36:34,2,,Custom software development,Tier 1,Czech Republic,43.05,40,0,0,0,2021-03-12,Mid-Level,,
Resolved,TKT-1516,Low,Email,Other,Kristos Westoll,2023-03-05 07:34:22,2023-03-07 07:34:22,2023-03-05 08:34:22,2023-03-06 16:20:27,2023-03-05 07:45:47,2,,Custom software development,Tier 1,Germany,32.77,11,0,0,0,2021-10-18,Mid-Level,,
Closed,TKT-1517,Low,Chat,Pricing and licensing,Sheela Cutten,2023-03-06 10:44:14,2023-03-07 10:44:14,2023-03-06 10:46:14,2023-03-09 07:26:40,2023-03-06 10:46:00,6,4,Ready to use Software,Tier 1,Greece,68.71,2,0,1,0,2019-07-10,Senior,,
Closed,TKT-1518,Low,Chat,Feature request,Connor Danielovitch,2023-03-06 10:48:32,2023-03-07 10:48:32,2023-03-06 10:50:32,2023-03-06 11:41:58,2023-03-06 10:49:22,7,4,Ready to use Software,Tier 1,Italy,0.89,1,0,0,0,2018-02-15,Senior,,
Closed,TKT-1519,Low,Phone,Pricing and licensing,Heather Urry,2023-03-06 07:01:46,2023-03-08 07:01:46,2023-03-06 07:03:46,2023-03-06 12:51:27,2023-03-06 07:03:34,4,4,Custom software development,Tier 2,United Kingdom,5.83,2,0,0,0,2022-09-25,Junior,,
In Progress,TKT-1520,Low,Chat,Pricing and licensing,Bernard Beckley,2023-03-06 21:19:53,2023-03-07 21:19:53,2023-03-06 21:21:53,,2023-03-06 21:21:26,6,,Custom software development,Tier 1,Bulgaria,,2,0,,0,2019-11-20,Senior,,
In Progress,TKT-1521,Low,Chat,Pricing and licensing,Heather Urry,2023-03-06 10:20:35,2023-03-07 10:20:35,2023-03-06 10:22:35,,2023-03-06 10:23:37,6,,Ready to use Software,Tier 2,Italy,,3,0,,1,2022-09-25,Junior,,
Closed,TKT-1522,Medium,Email,Purchasing and invoicing,Bernard Beckley,2023-03-06 06:16:39,2023-03-08 06:16:39,2023-03-06 07:16:39,2023-03-07 21:24:53,2023-03-06 10:22:09,8,4,Other,Tier 1,Czech Republic,39.14,246,0,0,1,2019-11-20,Senior,,
Closed,TKT-1523,High,Chat,Pricing and licensing,Sheela Cutten,2023-03-06 12:24:32,2023-03-07 12:24:32,2023-03-06 12:26:32,2023-03-06 23:54:51,2023-03-06 12:24:54,3,3,Other,Tier 1,Republic of Ireland,11.51,0,0,0,0,2019-07-10,Senior,,
Closed,TKT-1524,Medium,Chat,Feature request,Bernard Beckley,2023-03-06 07:24:21,2023-03-07 07:24:21,2023-03-06 07:26:21,2023-03-06 13:09:32,2023-03-06 07:25:33,4,4,Custom software development,Tier 1,France,5.75,1,0,0,0,2019-11-20,Senior,,
Resolved,TKT-1525,High,Email,Pricing and licensing,Sheela Cutten,2023-03-06 15:56:32,2023-03-08 15:56:32,2023-03-06 16:56:32,2023-03-07 08:25:55,2023-03-06 16:19:03,4,,Ready to use Software,Tier 1,Slovenia,16.49,23,0,0,0,2019-07-10,Senior,,
In Progress,TKT-1526,Medium,Email,Bug report,Nicola Wane,2023-03-06 07:21:44,2023-03-08 07:21:44,2023-03-06 08:21:44,,2023-03-06 07:57:56,2,,Ready to use Software,Tier 1,Italy,,36,0,,0,2021-03-12,Mid-Level,,
In Progress,TKT-1527,High,Email,Product setup,Adolpho Messingham,2023-03-06 18:06:51,2023-03-08 18:06:51,2023-03-06 19:06:51,,2023-03-06 18:27:13,7,,Training and Consulting Services,Tier 2,United Kingdom,,20,0,,0,2020-05-15,Mid-Level,,
Resolved,TKT-1528,Low,Phone,Pricing and licensing,Connor Danielovitch,2023-03-06 04:37:11,2023-03-08 04:37:11,2023-03-06 04:39:11,2023-03-07 18:57:16,2023-03-06 04:37:27,3,,Ready to use Software,Tier 1,United Kingdom,38.33,0,0,0,0,2018-02-15,Senior,,
Closed,TKT-1529,Medium,Chat,Feature request,Adolpho Messingham,2023-03-06 04:25:30,2023-03-07 04:25:30,2023-03-06 04:27:30,2023-03-06 08:39:09,2023-03-06 04:26:31,9,5,Ready to use Software,Tier 2,Germany,4.23,1,0,0,0,2020-05-15,Mid-Level,,
Resolved,TKT-1530,Low,Chat,Pricing and licensing,Nicola Wane,2023-03-07 13:30:45,2023-03-08 13:30:45,2023-03-07 13:32:45,2023-03-11 01:36:14,2023-03-07 13:31:30,4,,Ready to use Software,Tier 1,Czech Republic,84.09,1,0,1,0,2021-03-12,Mid-Level,,
Closed,TKT-1531,Low,Phone,Product setup,Connor Danielovitch,2023-03-07 21:19:19,2023-03-09 21:19:19,2023-03-07 21:21:19,2023-03-09 18:59:49,2023-03-07 21:24:45,1,5,Ready to use Software,Tier 1,Germany,45.68,5,1,0,1,2018-02-15,Senior,,
Resolved,TKT-1532,Low,Email,Feature request,Kristos Westoll,2023-03-07 05:15:02,2023-03-09 05:15:02,2023-03-07 06:15:02,2023-03-08 19:41:51,2023-03-07 06:03:00,1,,Other,Tier 1,United Kingdom,38.45,48,1,0,0,2021-10-18,Mid-Level,,
Resolved,TKT-1533,High,Email,Purchasing and invoicing,Sheela Cutten,2023-03-07 23:13:52,2023-03-09 23:13:52,2023-03-08 00:13:52,2023-03-09 07:21:44,2023-03-07 23:20:56,9,,Training and Consulting Services,Tier 1,United Kingdom,32.13,7,0,0,0,2019-07-10,Senior,,
Closed,TKT-1534,High,Email,Pricing and licensing,Sheela Cutten,2023-03-07 20:40:50,2023-03-09 20:40:50,2023-03-07 21:40:50,2023-03-08 18:36:36,2023-03-07 21:03:31,1,4,Custom software development,Tier 1,Austria,21.93,23,1,0,0,2019-07-10,Senior,,
Resolved,TKT-1535,Medium,Email,Feature request,Michele Whyatt,2023-03-07 19:26:05,2023-03-09 19:26:05,2023-03-07 20:26:05,2023-03-09 16:27:17,2023-03-07 19:29:50,2,,Other,Tier 2,United Kingdom,45.02,4,0,0,0,2022-04-10,Junior,,
Resolved,TKT-1536,Medium,Email,Product setup,Nicola Wane,2023-03-07 02:09:56,2023-03-09 02:09:56,2023-03-07 03:09:56,2023-03-08 13:46:05,2023-03-07 02:27:03,5,,Custom software development,Tier 1,Slovenia,35.6,17,0,0,0,2021-03-12,Mid-Level,,
Closed,TKT-1537,Low,Chat,Product setup,Bernard Beckley,2023-03-08 01:02:26,2023-03-09 01:02:26,2023-03-08 01:04:26,2023-03-08 12:54:44,2023-03-08 01:03:38,5,4,Custom software development,Tier 1,Slovenia,11.87,1,0,0,0,2019-11-20,Senior,,
Closed,TKT-1538,High,Email,Product setup,Nicola Wane,2023-03-08 10:00:28,2023-03-10 10:00:28,2023-03-08 11:00:28,2023-03-09 18:21:32,2023-03-08 10:02:01,1,5,Training and Consulting Services,Tier 1,Italy,32.35,2,1,0,0,2021-03-12,Mid-Level,,
Resolved,TKT-1539,Low,Email,Bug report,Heather Urry,2023-03-08 19:03:39,2023-03-10 19:03:39,2023-03-08 20:03:39,2023-03-08 23:27:57,2023-03-08 19:17:36,10,,Ready to use Software,Tier 2,Germany,4.4,14,0,0,0,2022-09-25,Junior,,
Closed,TKT-1540,Low,Email,Bug report,Heather Urry,2023-03-08 02:37:45,2023-03-10 02:37:45,2023-03-08 03:37:45,2023-03-09 09:09:21,2023-03-08 02:43:28,4,3,Training and Consulting Services,Tier 2,Germany,30.53,6,0,0,0,2022-09-25,Junior,,
Resolved,TKT-1541,Medium,Chat,Product setup,Kristos Westoll,2023-03-08 19:55:45,2023-03-09 19:55:45,2023-03-08 19:57:45,2023-03-08 22:25:39,2023-03-08 19:56:12,60,,Ready to use Software,Tier 1,United Kingdom,2.5,0,0,0,0,2021-10-18,Mid-Level,,
Closed,TKT-1542,Low,Chat,Product setup,Connor Danielovitch,2023-03-08 06:49:26,2023-03-09 06:49:26,2023-03-08 06:51:26,2023-03-11 03:05:34,2023-03-08 06:52:21,6,4,Ready to use Software,Tier 1,United Kingdom,68.27,3,0,1,1,2018-02-15,Senior,,
Closed,TKT-1543,Medium,Chat,Pricing and licensing,Bernard Beckley,2023-03-08 18:53:10,2023-03-09 18:53:10,2023-03-08 18:55:10,2023-03-10 15:18:30,2023-03-08 18:54:54,9,4,Training and Consulting Services,Tier 1,Poland,44.42,2,0,1,0,2019-11-20,Senior,,
Closed,TKT-1544,Low,Chat,Product setup,Connor Danielovitch,2023-03-08 21:01:00,2023-03-09 21:01:00,2023-03-08 21:03:00,2023-03-09 11:28:21,2023-03-08 21:02:08,6,4,Custom software development,Tier 1,France,14.46,1,0,0,0,2018-02-15,Senior,,
In Progress,TKT-1545,Low,Chat,Feature request,Bernard Beckley,2023-03-08 19:24:41,2023-03-09 19:24:41,2023-03-08 19:26:41,,2023-03-08 19:30:31,6,,Custom software development,Tier 1,Bulgaria,,6,0,,1,2019-11-20,Senior,,
In Progress,TKT-1546,Medium,Chat,Other,Heather Urry,2023-03-08 01:14:25,2023-03-09 01:14:25,2023-03-08 01:16:25,,2023-03-08 01:16:09,4,,Custom software development,Tier 2,Italy,,2,0,,0,2022-09-25,Junior,,
Resolved,TKT-1547,Low,Email,Other,Adolpho Messingham,2023-03-08 16:10:52,2023-03-10 16:10:52,2023-03-08 17:10:52,2023-03-10 06:07:39,2023-03-08 17:01:41,3,,Ready to use Software,Tier 2,Austria,37.95,51,0,0,0,2020-05-15,Mid-Level,,
Closed,TKT-1548,Medium,Email,Other,Nicola Wane,2023-03-08 07:47:06,2023-03-10 07:47:06,2023-03-08 08:47:06,2023-03-09 17:09:31,2023-03-08 15:27:01,4,2,Training and Consulting Services,Tier 1,Italy,33.37,460,0,0,1,2021-03-12,Mid-Level,,
In Progress,TKT-1549,Low,Chat,Purchasing and invoicing,Sheela Cutten,2023-03-08 19:22:33,2023-03-09 19:22:33,2023-03-08 19:24:33,,2023-03-08 19:22:43,9,,Training and Consulting Services,Tier 1,Republic of Ireland,,0,0,,0,2019-07-10,Senior,,
Resolved,TKT-1550,Low,Chat,Feature request,Bernard Beckley,2023-03-09 07:31:05,2023-03-10 07:31:05,2023-03-09 07:33:05,2023-03-09 18:22:38,2023-03-09 07:31:47,5,,Ready to use Software,Tier 1,Poland,10.86,1,0,0,0,2019-11-20,Senior,,
Closed,TKT-1551,High,Email,Pricing and licensing,Kristos Westoll,2023-03-09 18:37:17,2023-03-11 18:37:17,2023-03-09 19:37:17,2023-03-10 18:31:50,2023-03-09 18:50:07,3,4,Other,Tier 1,Bulgaria,23.91,13,0,0,0,2021-10-18,Mid-Level,,
Closed,TKT-1552,Low,Email,Pricing and licensing,Nicola Wane,2023-03-09 05:24:36,2023-03-11 05:24:36,2023-03-09 06:24:36,2023-03-10 19:09:52,2023-03-09 06:07:17,2,1,Custom software development,Tier 1,Austria,37.75,43,0,0,0,2021-03-12,Mid-Level,,
In Progress,TKT-1553,Medium,Email,Feature request,Connor Danielovitch,2023-03-09 22:52:40,2023-03-11 22:52:40,2023-03-09 23:52:40,,2023-03-09 22:53:39,2,,Ready to use Software,Tier 1,Italy,,1,0,,0,2018-02-15,Senior,,
Closed,TKT-1556,High,Email,Product setup,Bernard Beckley,2023-03-09 20:08:56,2023-03-11 20:08:56,2023-03-09 21:08:56,2023-03-10 17:53:37,2023-03-09 20:26:57,3,3,Other,Tier 1,United Kingdom,21.74,18,0,0,0,2019-11-20,Senior,,
Resolved,TKT-1557,Medium,Email,Pricing and licensing,Sheela Cutten,2023-03-09 01:51:28,2023-03-11 01:51:28,2023-03-09 02:51:28,2023-03-11 00:55:06,2023-03-09 02:21:02,3,,Training and Consulting Services,Tier 1,Republic of Ireland,47.06,30,0,0,0,2019-07-10,Senior,,
Closed,TKT-1560,High,Email,Feature request,Michele Whyatt,2023-03-10 04:09:11,2023-03-12 04:09:11,2023-03-10 05:09:11,2023-03-11 15:42:37,2023-03-10 04:34:11,2,3,Ready to use Software,Tier 2,Austria,35.56,25,0,0,0,2022-04-10,Junior,,
Closed,TKT-1561,Low,Chat,Feature request,Adolpho Messingham,2023-03-10 17:41:12,2023-03-11 17:41:12,2023-03-10 17:43:12,2023-03-11 03:12:54,2023-03-10 17:42:59,6,3,Other,Tier 2,United Kingdom,9.53,2,0,0,0,2020-05-15,Mid-Level,,
In Progress,TKT-1562,Low,Email,Feature request,Adolpho Messingham,2023-03-10 00:32:45,2023-03-12 00:32:45,2023-03-10 01:32:45,,2023-03-10 01:13:09,2,,Other,Tier 2,United Kingdom,,40,0,,0,2020-05-15,Mid-Level,,
Resolved,TKT-1563,Low,Chat,Feature request,Sheela Cutten,2023-03-10 00:43:40,2023-03-11 00:43:40,2023-03-10 00:45:40,2023-03-10 14:07:43,2023-03-10 00:45:18,3,,Custom software development,Tier 1,Bulgaria,13.4,2,0,0,0,2019-07-10,Senior,,
Closed,TKT-1565,Medium,Email,Pricing and licensing,Bernard Beckley,2023-03-10 06:44:13,2023-03-12 06:44:13,2023-03-10 07:44:13,2023-03-10 22:31:11,2023-03-10 07:40:30,8,3,Custom software development,Tier 1,United Kingdom,15.78,56,0,0,0,2019-11-20,Senior,,
In Progress,TKT-1567,Medium,Email,Other,Connor Danielovitch,2023-03-11 22:08:57,2023-03-13 22:08:57,2023-03-11 23:08:57,,2023-03-11 22:37:10,3,,Ready to use Software,Tier 1,Austria,,28,0,,0,2018-02-15,Senior,,
Resolved,TKT-1568,Medium,Email,Product setup,Sheela Cutten,2023-03-11 04:34:35,2023-03-13 04:34:35,2023-03-11 05:34:35,2023-03-12 00:49:07,2023-03-11 05:02:24,4,,Ready to use Software,Tier 1,Czech Republic,20.24,28,0,0,0,2019-07-10,Senior,,
Resolved,TKT-1573,Low,Email,Product setup,Heather Urry,2023-03-11 01:06:38,2023-03-13 01:06:38,2023-03-11 02:06:38,2023-03-12 00:53:42,2023-03-11 01:50:22,2,,Ready to use Software,Tier 2,United Kingdom,23.78,44,0,0,0,2022-09-25,Junior,,
Resolved,TKT-1574,Medium,Chat,Other,Nicola Wane,2023-03-11 15:34:51,2023-03-12 15:34:51,2023-03-11 15:36:51,2023-03-12 09:31:07,2023-03-11 15:35:14,6,,Ready to use Software,Tier 1,United Kingdom,17.94,0,0,0,0,2021-03-12,Mid-Level,,
Resolved,TKT-1575,High,Email,Feature request,Sheela Cutten,2023-03-12 03:04:01,2023-03-14 03:04:01,2023-03-12 04:04:01,2023-03-15 23:42:25,2023-03-12 03:31:01,3,,Custom software development,Tier 1,Italy,92.64,27,0,1,0,2019-07-10,Senior,,
Resolved,TKT-1576,Low,Email,Purchasing and invoicing,Michele Whyatt,2023-03-12 01:00:06,2023-03-14 01:00:06,2023-03-12 02:00:06,2023-03-12 05:29:28,2023-03-12 01:46:15,2,,Ready to use Software,Tier 2,Austria,4.49,46,0,0,0,2022-04-10,Junior,,
Closed,TKT-1577,Medium,Email,Bug report,Connor Danielovitch,2023-03-12 19:12:49,2023-03-14 19:12:49,2023-03-12 20:12:49,2023-03-13 03:38:18,2023-03-12 19:48:43,8,3,Ready to use Software,Tier 1,United Kingdom,8.42,36,0,0,0,2018-02-15,Senior,,
Closed,TKT-1581,Low,Email,Bug report,Michele Whyatt,2023-03-13 15:58:26,2023-03-15 15:58:26,2023-03-13 16:58:26,2023-03-14 23:11:28,2023-03-13 16:19:07,6,4,Ready to use Software,Tier 2,Bulgaria,31.22,21,0,0,0,2022-04-10,Junior,,
Resolved,TKT-1582,Low,Phone,Purchasing and invoicing,Nicola Wane,2023-03-13 11:05:16,2023-03-15 11:05:16,2023-03-13 11:07:16,2023-03-15 09:34:07,2023-03-13 11:05:29,3,,Ready to use Software,Tier 1,Poland,46.48,0,0,0,0,2021-03-12,Mid-Level,,
Closed,TKT-1583,Medium,Chat,Training request,Kristos Westoll,2023-03-13 05:33:38,2023-03-14 05:33:38,2023-03-13 05:35:38,2023-03-14 00:01:28,2023-03-13 05:35:00,3,5,Training and Consulting Services,Tier 1,Poland,18.46,1,0,0,0,2021-10-18,Mid-Level,,
In Progress,TKT-1584,Low,Chat,Feature request,Connor Danielovitch,2023-03-13 13:19:39,2023-03-14 13:19:39,2023-03-13 13:21:39,,2023-03-13 13:20:29,9,,Other,Tier 1,United Kingdom,,1,0,,0,2018-02-15,Senior,,
Closed,TKT-1585,Low,Email,Product setup,Michele Whyatt,2023-03-13 21:36:55,2023-03-15 21:36:55,2023-03-13 22:36:55,2023-03-14 19:08:44,2023-03-13 22:31:55,6,2,Training and Consulting Services,Tier 2,Slovenia,21.53,55,0,0,0,2022-04-10,Junior,,
Open,TKT-1586,Medium,Email,Product setup,Nicola Wane,2023-03-13 17:00:43,2023-03-15 17:00:43,2023-03-13 18:00:43,,,,,Ready to use Software,Tier 1,Greece,,,,,,2021-03-12,Mid-Level,,
Closed,TKT-1587,Medium,Email,Pricing and licensing,Connor Danielovitch,2023-03-13 08:21:06,2023-03-15 08:21:06,2023-03-13 09:21:06,2023-03-13 12:09:45,2023-03-13 09:04:46,8,3,Other,Tier 1,United Kingdom,3.81,44,0,0,0,2018-02-15,Senior,,
Resolved,TKT-1588,Low,Chat,Purchasing and invoicing,Heather Urry,2023-03-13 15:59:29,2023-03-14 15:59:29,2023-03-13 16:01:29,2023-03-15 07:19:23,2023-03-13 16:00:42,4,,Ready to use Software,Tier 2,Greece,39.33,1,0,1,0,2022-09-25,Junior,,
Closed,TKT-1589,Low,Chat,Feature request,Sheela Cutten,2023-03-13 20:46:16,2023-03-14 20:46:16,2023-03-13 20:48:16,2023-03-14 16:57:26,2023-03-13 20:47:37,8,2,Other,Tier 1,Greece,20.19,1,0,0,0,2019-07-10,Senior,,
In Progress,TKT-1590,Low,Email,Purchasing and invoicing,Nicola Wane,2023-03-13 10:15:38,2023-03-15 10:15:38,2023-03-13 11:15:38,,2023-03-13 10:41:31,2,,Training and Consulting Services,Tier 1,Czech Republic,,26,0,,0,2021-03-12,Mid-Level,,
Closed,TKT-1591,Low,Chat,Feature request,Sheela Cutten,2023-03-13 11:05:15,2023-03-14 11:05:15,2023-03-13 11:07:15,2023-03-13 18:27:02,2023-03-13 11:06:20,6,3,Other,Tier 1,Italy,7.36,1,0,0,0,2019-07-10,Senior,,
In Progress,TKT-1592,Low,Email,Other,Sheela Cutten,2023-03-13 07:20:49,2023-03-15 07:20:49,2023-03-13 08:20:49,,2023-03-13 08:03:16,5,,Ready to use Software,Tier 1,Slovenia,,42,0,,0,2019-07-10,Senior,,
Resolved,TKT-1593,Medium,Email,Product setup,Michele Whyatt,2023-03-14 09:39:52,2023-03-16 09:39:52,2023-03-14 10:39:52,2023-03-16 06:06:00,2023-03-14 10:12:46,1,,Ready to use Software,Tier 2,Italy,44.44,33,1,0,0,2022-04-10,Junior,,
Closed,TKT-1594,High,Email,Product setup,Kristos Westoll,2023-03-14 10:08:38,2023-03-16 10:08:38,2023-03-14 11:08:38,2023-03-14 14:26:39,2023-03-14 10:18:40,3,5,Custom software development,Tier 1,United Kingdom,4.3,10,0,0,0,2021-10-18,Mid-Level,,
Resolved,TKT-1595,Low,Email,Pricing and licensing,Sheela Cutten,2023-03-14 18:42:04,2023-03-16 18:42:04,2023-03-14 19:42:04,2023-03-16 16:46:56,2023-03-14 19:30:39,10,,Other,Tier 1,Spain,46.08,49,0,0,0,2019-07-10,Senior,,
Closed,TKT-1596,Low,Chat,Product setup,Bernard Beckley,2023-03-14 03:18:49,2023-03-15 03:18:49,2023-03-14 03:20:49,2023-03-14 04:59:40,2023-03-14 03:22:14,3,3,Custom software development,Tier 1,Slovenia,1.68,3,0,0,1,2019-11-20,Senior,,
Closed,TKT-1597,Low,Email,Pricing and licensing,Connor Danielovitch,2023-03-14 19:42:01,2023-03-16 19:42:01,2023-03-14 20:42:01,2023-03-16 01:11:49,2023-03-14 20:04:44,2,5,Training and Consulting Services,Tier 1,Italy,29.5,23,0,0,0,2018-02-15,Senior,,
Closed,TKT-1598,Medium,Email,Product setup,Kristos Westoll,2023-03-14 12:18:12,2023-03-16 12:18:12,2023-03-14 13:18:12,2023-03-16 02:47:03,2023-03-14 13:01:04,4,3,Other,Tier 1,Italy,38.48,43,0,0,0,2021-10-18,Mid-Level,,
Closed,TKT-1599,Medium,Phone,Product setup,Kristos Westoll,2023-03-14 10:19:11,2023-03-16 10:19:11,2023-03-14 10:21:11,2023-03-16 07:07:00,2023-03-14 10:21:17,3,1,Custom software development,Tier 1,Bulgaria,44.8,2,0,0,1,2021-10-18,Mid-Level,,
Closed,TKT-1600,Medium,Email,Other,Sheela Cutten,2023-03-14 11:12:15,2023-03-16 11:12:15,2023-03-14 12:12:15,2023-03-15 02:27:17,2023-03-14 11:37:40,2,4,Training and Consulting Services,Tier 1,United Kingdom,15.25,25,0,0,0,2019-07-10,Senior,,
Closed,TKT-1601,Low,Email,Product setup,Sheela Cutten,2023-03-15 00:21:06,2023-03-17 00:21:06,2023-03-15 01:21:06,2023-03-16 10:55:59,2023-03-15 00:31:01,2,3,Other,Tier 1,Austria,34.58,10,0,0,0,2019-07-10,Senior,,
Resolved,TKT-1602,High,Email,Feature request,Michele Whyatt,2023-03-15 00:44:09,2023-03-17 00:44:09,2023-03-15 01:44:09,2023-03-16 12:29:40,2023-03-15 01:35:42,2,,Ready to use Software,Tier 2,Germany,35.76,52,0,0,0,2022-04-10,Junior,,
Resolved,TKT-1603,Medium,Email,Feature request,Sheela Cutten,2023-03-15 12:59:00,2023-03-17 12:59:00,2023-03-15 13:59:00,2023-03-20 04:08:16,2023-03-15 13:35:22,10,,Ready to use Software,Tier 1,Poland,111.15,36,0,1,0,2019-07-10,Senior,,
In Progress,TKT-1604,High,Email,Product setup,Sheela Cutten,2023-03-15 03:33:55,2023-03-17 03:33:55,2023-03-15 04:33:55,,2023-03-15 03:48:41,9,,Custom software development,Tier 1,Poland,,15,0,,0,2019-07-10,Senior,,
Closed,TKT-1605,High,Phone,Product setup,Bernard Beckley,2023-03-15 10:58:56,2023-03-17 10:58:56,2023-03-15 11:00:56,2023-03-16 02:19:17,2023-03-15 11:04:40,5,3,Custom software development,Tier 1,Poland,15.34,6,0,0,1,2019-11-20,Senior,,
Resolved,TKT-1606,High,Chat,Bug report,Bernard Beckley,2023-03-15 12:11:12,2023-03-16 12:11:12,2023-03-15 12:13:12,2023-03-16 03:56:25,2023-03-15 12:12:32,3,,Custom software development,Tier 1,Italy,15.75,1,0,0,0,2019-11-20,Senior,,
Closed,TKT-1607,Low,Email,Pricing and licensing,Bernard Beckley,2023-03-15 16:08:07,2023-03-17 16:08:07,2023-03-15 17:08:07,2023-03-17 09:02:37,2023-03-15 16:37:58,9,2,Custom software development,Tier 1,Germany,40.91,30,0,0,0,2019-11-20,Senior,,
Closed,TKT-1608,High,Email,Product setup,Nicola Wane,2023-03-16 17:09:22,2023-03-18 17:09:22,2023-03-16 18:09:22,2023-03-18 00:10:53,2023-03-16 17:58:35,1,1,Ready to use Software,Tier 1,Austria,31.03,49,1,0,0,2021-03-12,Mid-Level,,
Resolved,TKT-1609,Medium,Chat,Pricing and licensing,Sheela Cutten,2023-03-16 20:58:03,2023-03-17 20:58:03,2023-03-16 21:00:03,2023-03-17 06:49:58,2023-03-16 20:58:17,6,,Training and Consulting Services,Tier 1,Slovenia,9.87,0,0,0,0,2019-07-10,Senior,,
Closed,TKT-1610,Low,Chat,Pricing and licensing,Kristos Westoll,2023-03-16 04:46:12,2023-03-17 04:46:12,2023-03-16 04:48:12,2023-03-16 12:23:47,2023-03-16 04:46:28,8,3,Ready to use Software,Tier 1,France,7.63,0,0,0,0,2021-10-18,Mid-Level,,
